Data;Codigo;Tipo;Sigla;Compra;Venda;X;Y
12062019;220;A;USD;3,8431;3,8437;1;1
13062019;220;A;USD;3,8423;3,8429;1;1
14062019;220;A;USD;3,8807;3,8813;1;1
17062019;220;A;USD;3,8889;3,8895;1;1
18062019;220;A;USD;3,8602;3,8608;1;1
19062019;220;A;USD;3,8717;3,8723;1;1
21062019;220;A;USD;3,8249;3,8255;1;1
24062019;220;A;USD;3,8228;3,8234;1;1
25062019;220;A;USD;3,8297;3,8303;1;1
26062019;220;A;USD;3,8435;3,8441;1;1
27062019;220;A;USD;3,8636;3,8642;1;1
28062019;220;A;USD;3,8316;3,8322;1;1
